Sl No.,BRCODE,BRANCHNAME,INVOICE,GSTIN,INV_DATE, CHARGE ,CGST,SGST,IGST,POS,LOS,Check,Cat,NT_DATE,NT_NO,RATE,HSN,Nil_Type,NT_AMT,NT_CGST,NT_SGST,NT_IGST,client_gstin,fp
69,376,ADC,CSBKIMPS06200069,01AAACT6167G1ZL,30.06.2020,14.50,0.00,0.00,2.61,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
140,293,ATM,CSBKNFS106200140,01AAACT6167G1ZL,30-Jun-20,"1,290.00",0.00,0.00,232.20,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
55,376,ADC,CSBKUPI106200056,01AAACT6167G1ZL,30-Jun-20,43.44,0.00,0.00,7.82,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
23,293,ATM,101492-2006NTHE,01AAACT6167G1ZL,30.06.2020,122,0,0,22,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101657-1904NTHE,01AAACT6167G1ZL,30.06.2020,780,0,0,141,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101599-1905NTHE,01AAACT6167G1ZL,30.06.2020,332,0,0,60,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101590-1906NTHE,01AAACT6167G1ZL,30.06.2020,341,0,0,62,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101598-1907NTHE,01AAACT6167G1ZL,30.06.2020,153,0,0,28,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101601-1908NTHE,01AAACT6167G1ZL,30.06.2020,375,0,0,68,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101655-1909NTHE,01AAACT6167G1ZL,30.06.2020,293,0,0,53,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101658-1910NTHE,01AAACT6167G1ZL,30.06.2020,289,0,0,52,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101673-1911NTHE,01AAACT6167G1ZL,30.06.2020,358,0,0,64,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101666-1912NTHE,01AAACT6167G1ZL,30.06.2020,520,0,0,94,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101664-2001NTHE,01AAACT6167G1ZL,30.06.2020,541,0,0,97,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101678-2002NTHE,01AAACT6167G1ZL,30.06.2020,393,0,0,71,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101697-2003NTHE,01AAACT6167G1ZL,30.06.2020,199,0,0,36,01,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
145,293,ATM,CSBKNFS106200145,02AAAAJ8590P1Z7,30-Jun-20,15.00,0.00,0.00,2.70,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
259,293,ATM,CSBKNFS106200259,02AAALH0469C1ZR,30-Jun-20,180.00,0.00,0.00,32.40,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
46,376,ADC,CSBKUPI106200047,02AAALH0469C1ZR,30-Jun-20,3.25,0.00,0.00,0.59,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
8,2,Himachal Pradesh,CSBKLCC202006008,02AABCT0024D1ZC,30.06.2020,3108.74,0,0,560,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
8,2,Himachal Pradesh,CSBUNTRMCC062008,02AABCT0024D1ZC,30.06.2020,27.08,0,0,4.87,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
57,376,ADC,CSBKIMPS06200057,02AABFH7694E1ZI,30.06.2020,1.00,0.00,0.00,0.18,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
121,293,ATM,CSBKNFS106200121,02AABFH7694E1ZI,30-Jun-20,15.00,0.00,0.00,2.70,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
37,293,ATM,CSBKNFS106200037,02AACAT8221F1ZW,30-Jun-20,60.00,0.00,0.00,10.80,02,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
143,293,ATM,CSBKNFS106200143,03AAAAT6187E1ZL,30-Jun-20,30.00,0.00,0.00,5.40,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
76,293,ATM,CSBKNFS106200076,03AAAAT6369E1ZL,30-Jun-20,15.00,0.00,0.00,2.70,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
189,293,ATM,CSBKNFS106200189,03AAAJT1911B1ZU,30-Jun-20,45.00,0.00,0.00,8.10,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
37,376,ADC,CSBKIMPS06200037,03AABCC3632Q1ZO,30.06.2020,11.25,0.00,0.00,2.03,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
69,293,ATM,CSBKNFS106200069,03AABCC3632Q1ZO,30-Jun-20,190.00,0.00,0.00,34.20,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
35,307,RTGS,CSBNEFT006020035,03AABCC3632Q1ZO,30.06.2020,1.5,0,0,0.27,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
134,376,ADC,CSBKIMPS06200134,03AABCC9662Q1Z6,30.06.2020,32.25,0.00,0.00,5.81,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
14,3,Punjab,CSBKLCC202006014,03AABCT0024D1ZA,30.06.2020,37516.17,0,0,6753,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
14,3,Punjab,CSBUNTRMCC062014,03AABCT0024D1ZA,30.06.2020,326.81,0,0,58.83,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
261,293,ATM,CSBKNFS106200261,03AAGAP7115C1Z1,30-Jun-20,75.00,0.00,0.00,13.50,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
89,376,ADC,CSBKUPI106200090,03AAGAP7115C1Z1,30-Jun-20,4.00,0.00,0.00,0.72,03,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2,4,Chandigarh,CSBKLCC202006002,04AABCT0024D1Z8,30.06.2020,64000.69,0,0,11520,04,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2,4,Chandigarh,CSBUNTRMCC062002,04AABCT0024D1Z8,30.06.2020,557.52,0,0,100.35,04,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
356,293,ATM,CSBKNFS106200356,05AAAAU4857G1ZF,30-Jun-20,5.00,0.00,0.00,0.90,05,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
118,376,ADC,CSBKUPI106200119,05AAAAU4857G1ZF,30-Jun-20,0.25,0.00,0.00,0.05,05,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
114,307,RTGS,CSBNEFT006020114,06AAACO0191M2ZE,30.06.2020,91.75,0,0,16.52,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101656-1904NTHE,06AAACO0191M2ZE,30.06.2020,278,0,0,50,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101598-1905NTHE,06AAACO0191M2ZE,30.06.2020,79,0,0,14,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101589-1906NTHE,06AAACO0191M2ZE,30.06.2020,69,0,0,13,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101597-1907NTHE,06AAACO0191M2ZE,30.06.2020,155,0,0,28,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101600-1908NTHE,06AAACO0191M2ZE,30.06.2020,952,0,0,171,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101654-1909NTHE,06AAACO0191M2ZE,30.06.2020,328,0,0,59,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101657-1910NTHE,06AAACO0191M2ZE,30.06.2020,53,0,0,10,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101672-1911NTHE,06AAACO0191M2ZE,30.06.2020,142,0,0,26,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101665-1912NTHE,06AAACO0191M2ZE,30.06.2020,217,0,0,39,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101663-2001NTHE,06AAACO0191M2ZE,30.06.2020,326,0,0,59,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101677-2002NTHE,06AAACO0191M2ZE,30.06.2020,56,0,0,10,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101696-2003NTHE,06AAACO0191M2ZE,30.06.2020,111,0,0,20,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
114,376,ADC,CSBKIMPS06200114,06AAACP0165G4ZQ,30.06.2020,252.75,0.00,0.00,45.50,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
238,293,ATM,CSBKNFS106200238,06AAACP0165G4ZQ,30-Jun-20,"34,505.00",0.00,0.00,"6,210.90",06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
84,376,ADC,CSBKUPI106200085,06AAACP0165G4ZQ,30-Jun-20,842.15,0.00,0.00,151.59,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
257,293,ATM,CSBKNFS106200257,06AAACP1206G2Z0,30-Jun-20,"3,950.00",0.00,0.00,711.00,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
105,293,ATM,CSBKNFS106200105,06AAAFF2989B1ZN,30-Jun-20,35.00,0.00,0.00,6.30,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
44,376,ADC,CSBKIMPS06200044,06AABCE8314M1ZJ,30.06.2020,3.00,0.00,0.00,0.54,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
1426,9999,ALTERNATE DELIVERY CHANNELS,0376196200021283,06AABCI1405K1ZX,19-Jun-20,837.44,0,0,151,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
104,376,ADC,CSBKIMPS06200104,06AABCO0442Q1ZC,30.06.2020,112.75,0.00,0.00,20.30,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
7,6,Haryana,CSBKLCC202006007,06AABCT0024D1Z4,30.06.2020,41956.80,0,0,7552,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
7,6,Haryana,CSBUNTRMCC062007,06AABCT0024D1Z4,30.06.2020,365.49,0,0,65.79,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
41,293,ATM,100874-2006ATHE,06AAECS5981K1ZV,30.06.2020,990,0,0,178,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101116-1904ATHE,06AAECS5981K1ZV,30.06.2020,1590,0,0,286,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,100976-1905ATHE,06AAECS5981K1ZV,30.06.2020,1320,0,0,238,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,100995-1906ATHE,06AAECS5981K1ZV,30.06.2020,1710,0,0,308,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101031-1907ATHE,06AAECS5981K1ZV,30.06.2020,1635,0,0,294,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101008-1908ATHE,06AAECS5981K1ZV,30.06.2020,1530,0,0,275,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101033-1909ATHE,06AAECS5981K1ZV,30.06.2020,1905,0,0,343,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101042-1910ATHE,06AAECS5981K1ZV,30.06.2020,1800,0,0,324,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101043-1911ATHE,06AAECS5981K1ZV,30.06.2020,1905,0,0,343,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101029-1912ATHE,06AAECS5981K1ZV,30.06.2020,1905,0,0,343,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101027-2001ATHE,06AAECS5981K1ZV,30.06.2020,2100,0,0,378,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101027-2002ATHE,06AAECS5981K1ZV,30.06.2020,1875,0,0,338,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,100988-2003ATHE,06AAECS5981K1ZV,30.06.2020,1680,0,0,302,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
1425,9999,ALTERNATE DELIVERY CHANNELS,0376196200020902,06AAHCP8601L1Z6,19-Jun-20,416.38,0,0,75,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
1,376,ADC,CSBKBBPS06200001,06AAICA4398J1ZA,30.06.2020,112.84,0.00,0.00,20.31,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
5,376,ADC,CSBKIMPS06200005,06AAICA4398J1ZA,30.06.2020,"1,745.50",0.00,0.00,314.19,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
3,376,ADC,CSBKUPI106200003,06AAICA4398J1ZA,30-Jun-20,400.62,0.00,0.00,72.11,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
1421,9999,ALTERNATE DELIVERY CHANNELS,0376176200029198,06AAJCS9091D1Z4,17-Jun-20,25884.23,0,0,4659.5,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
12,376,ADC,CSBKBBPS06200012,06AAJCS9091D1Z4,30.06.2020,6.75,0.00,0.00,1.22,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
56,376,ADC,CSBKIMPS06200056,06AAKAS1464M1Z3,30.06.2020,1.00,0.00,0.00,0.18,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
120,293,ATM,CSBKNFS106200120,06AAKAS1464M1Z3,30-Jun-20,800.00,0.00,0.00,144.00,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
45,376,ADC,CSBKUPI106200046,06AAKAS1464M1Z3,30-Jun-20,19.80,0.00,0.00,3.56,06,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
122,376,ADC,CSBKIMPS06200122,07AAACP0165G1ZR,30.06.2020,"1,318.75",0.00,0.00,237.38,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
70,293,ATM,CSBKNFS106200070,07AAACP0165G1ZR,30-Jun-20,15.00,0.00,0.00,2.70,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
262,293,ATM,CSBKNFS106200262,07AAACP0165G1ZR,30-Jun-20,"1,25,490.00",0.00,0.00,"22,588.20",07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
90,376,ADC,CSBKUPI106200091,07AAACP0165G1ZR,30-Jun-20,"3,521.05",0.00,0.00,633.79,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
16,293,ATM,101485-2006NTHE,07AAACP0165G1ZR,30.06.2020,1036,0,0,187,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
48,293,ATM,100881-2006ATHE,07AAACP0165G1ZR,30.06.2020,15,0,0,3,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
118,307,RTGS,CSBNEFT006020118,07AAACP0165G1ZR,30.06.2020,313.25,0,0,56.39,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101649-1904NTHE,07AAACP0165G1ZR,30.06.2020,2322,0,0,418,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101121-1904ATHE,07AAACP0165G1ZR,30.06.2020,45,0,0,8,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101591-1905NTHE,07AAACP0165G1ZR,30.06.2020,1839,0,0,331,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,100982-1905ATHE,07AAACP0165G1ZR,30.06.2020,60,0,0,11,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101582-1906NTHE,07AAACP0165G1ZR,30.06.2020,1391,0,0,251,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101001-1906ATHE,07AAACP0165G1ZR,30.06.2020,30,0,0,5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101590-1907NTHE,07AAACP0165G1ZR,30.06.2020,1398,0,0,252,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101037-1907ATHE,07AAACP0165G1ZR,30.06.2020,30,0,0,5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101593-1908NTHE,07AAACP0165G1ZR,30.06.2020,2227,0,0,401,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101014-1908ATHE,07AAACP0165G1ZR,30.06.2020,30,0,0,5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101647-1909NTHE,07AAACP0165G1ZR,30.06.2020,1596,0,0,287,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101040-1909ATHE,07AAACP0165G1ZR,30.06.2020,15,0,0,3,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101650-1910NTHE,07AAACP0165G1ZR,30.06.2020,1295,0,0,233,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101049-1910ATHE,07AAACP0165G1ZR,30.06.2020,45,0,0,8,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101665-1911NTHE,07AAACP0165G1ZR,30.06.2020,2285,0,0,411,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101050-1911ATHE,07AAACP0165G1ZR,30.06.2020,45,0,0,8,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101658-1912NTHE,07AAACP0165G1ZR,30.06.2020,1741,0,0,313,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101036-1912ATHE,07AAACP0165G1ZR,30.06.2020,75,0,0,14,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101656-2001NTHE,07AAACP0165G1ZR,30.06.2020,1353,0,0,244,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101034-2001ATHE,07AAACP0165G1ZR,30.06.2020,75,0,0,14,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101670-2002NTHE,07AAACP0165G1ZR,30.06.2020,1562,0,0,281,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101033-2002ATHE,07AAACP0165G1ZR,30.06.2020,30,0,0,5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101689-2003NTHE,07AAACP0165G1ZR,30.06.2020,1467,0,0,264,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,100995-2003ATHE,07AAACP0165G1ZR,30.06.2020,45,0,0,8,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
87,376,ADC,CSBKUPI106200088,07AAACP1206G1ZZ,30-Jun-20,122.80,0.00,0.00,22.10,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
117,307,RTGS,CSBNEFT006020117,07AAACP1206G1ZZ,30.06.2020,20.75,0,0,3.74,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
235,293,ATM,CSBKNFS106200235,07AAACT5714D2ZN,30-Jun-20,55.00,0.00,0.00,9.90,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
112,307,RTGS,CSBNEFT006020112,07AAACT5714D2ZN,30.06.2020,0.75,0,0,0.14,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
70,307,RTGS,CSBNEFT006020070,07AAACT6167G1Z9,30.06.2020,12,0,0,2.16,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
136,293,ATM,CSBKNFS106200136,07AAAJI0005P1ZD,30-Jun-20,15.00,0.00,0.00,2.70,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
4,7,Delhi,CSBKLCC202006004,07AABCT0024D1Z2,30.06.2020,103725.42,0,0,18671,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
4,7,Delhi,CSBUNTRMCC062004,07AABCT0024D1Z2,30.06.2020,903.58,0,0,162.64,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
160,376,ADC,CSBKIMPS06200160,07AABCU9603R1ZP,30.06.2020,197.50,0.00,0.00,35.55,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
1,376,ADC,CSBKAEPS06200001,07AAECI2377M2Z6,30.06.2020,6.00,0.00,0.00,1.08,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
66,376,ADC,CSBKIMPS06200066,07AAECI2377M2Z6,30.06.2020,347.75,0.00,0.00,62.60,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2,376,ALTERNATE DELIVERY CHANNELS,0376226201000038,07ACOFS0035M1ZU,22-Jun-2020,8,0,0,1.5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
3,376,ALTERNATE DELIVERY CHANNELS,0376276201000120,07ACOFS0035M1ZU,27-Jun-2020,8,0,0,1.5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
4,376,ALTERNATE DELIVERY CHANNELS,0376116201000129,07ACOFS0035M1ZU,11-Jun-2020,8,0,0,1.5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
5,376,ALTERNATE DELIVERY CHANNELS,0376166201000143,07ACOFS0035M1ZU,16-Jun-2020,8,0,0,1.5,07,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
41,293,ATM,CSBKNFS106200041,08AAAAB3031F2ZD,30-Jun-20,"3,695.00",0.00,0.00,665.10,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
139,293,ATM,CSBKNFS106200139,08AAAAI3405Q1ZI,30-Jun-20,45.00,0.00,0.00,8.10,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
3,376,ADC,CSBKIMPS06200003,08AAAAM1782A1ZZ,30.06.2020,1.00,0.00,0.00,0.18,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
5,293,ATM,CSBKNFS106200005,08AAAAM1782A1ZZ,30-Jun-20,30.00,0.00,0.00,5.40,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
270,293,ATM,CSBKNFS106200270,08AAAAT0446Q2Z3,30-Jun-20,15.00,0.00,0.00,2.70,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
274,293,ATM,CSBKNFS106200274,08AAAAT0824G1ZR,30-Jun-20,15.00,0.00,0.00,2.70,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
164,376,ADC,CSBKIMPS06200164,08AAAAT0830A2Z4,30.06.2020,15.25,0.00,0.00,2.75,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
17,376,ADC,CSBKIMPS06200017,08AAACL2777N1Z0,30.06.2020,25.00,0.00,0.00,4.50,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
26,293,ATM,CSBKNFS106200026,08AAACL2777N1Z0,30-Jun-20,"1,305.00",0.00,0.00,234.90,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
12,376,ADC,CSBKUPI106200012,08AAACL2777N1Z0,30-Jun-20,77.90,0.00,0.00,14.02,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
15,307,RTGS,CSBNEFT006020015,08AAACL2777N1Z0,30.06.2020,4.5,0,0,0.81,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
25,376,ADC,CSBKIMPS06200025,08AAAJB1164C1ZV,30.06.2020,6.00,0.00,0.00,1.08,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
20,376,ADC,CSBKUPI106200020,08AAAJB1164C1ZV,30-Jun-20,28.75,0.00,0.00,5.18,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
157,376,ADC,CSBKIMPS06200157,08AABAT5419N1Z2,30.06.2020,8.00,0.00,0.00,1.44,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
349,293,ATM,CSBKNFS106200349,08AABAT5419N1Z2,30-Jun-20,60.00,0.00,0.00,10.80,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
113,376,ADC,CSBKUPI106200114,08AABAT5419N1Z2,30-Jun-20,3.90,0.00,0.00,0.70,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
15,8,Rajasthan,CSBKLCC202006015,08AABCT0024D2ZZ,30.06.2020,40622.95,0,0,7312,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
15,8,Rajasthan,CSBUNTRMCC062015,08AABCT0024D2ZZ,30.06.2020,353.88,0,0,63.70,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
96,376,ADC,CSBKIMPS06200096,08AACAR0020J1ZW,30.06.2020,1.25,0.00,0.00,0.23,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
203,293,ATM,CSBKNFS106200203,08AACAR0020J1ZW,30-Jun-20,325.00,0.00,0.00,58.50,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
