Sl No.,BRCODE,BRANCHNAME,INVOICE,GSTIN,INV_DATE, CHARGE ,CGST,SGST,IGST,POS,LOS,Check,Cat,NT_DATE,NT_NO,RATE,HSN,Nil_Type,NT_AMT,NT_CGST,NT_SGST,NT_IGST,client_gstin,fp
2674,126,OKKAL,0126016200000164,32AAWPL6467A1ZK,01-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2675,126,OKKAL,0126226200000144,32AAWPL6467A1ZK,22-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2676,126,OKKAL,0126226200000211,32AAWPL6467A1ZK,22-Jun-20,88,8,8,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2677,126,OKKAL,0126046200000143,32AAWPL6467A1ZK,04-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2678,126,OKKAL,0126046200000142,32AAWPL6467A1ZK,04-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2679,126,OKKAL,0126066200000064,32AAWPL6467A1ZK,06-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2680,126,OKKAL,0126066201000015,32AAWPL6467A1ZK,06-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2681,260,KASARGODE,0260306200000214,32AAXFM1694B1Z6,30-Jun-20,20000,1800,1800,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2682,260,KASARGODE,0260126201000001,32AAXFM1694B1Z6,12-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2683,298,PATTOM,0298306200000075,32AAXFS5831J1ZO,30-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2684,298,PATTOM,0298306200000060,32AAXFS5831J1ZO,30-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2685,96,THIRUVANATHAPURAM - MAIN,0096186200000161,32AAXFS5831J1ZO,18-Jun-20,6945,625.25,625.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2686,82,KOLLAM,0082096200000126,32AAZPV5192P2ZF,09-Jun-20,1500,135,135,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2687,82,KOLLAM,0082166200000151,32AAZPV5192P2ZF,16-Jun-20,1500,135,135,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2688,82,KOLLAM,0082106200000113,32AAZPV5192P2ZF,10-Jun-20,1000,90,90,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2689,82,KOLLAM,0082106200000144,32AAZPV5192P2ZF,10-Jun-20,1000,90,90,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2690,82,KOLLAM,0082016200000109,32AAZPV5192P2ZF,01-Jun-20,1500,135,135,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
78,82,KOLLAM,0082046200000111,32AAZPV5192P2ZF,04-Jun-2020,6477.78,583,583,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
79,82,KOLLAM,0082096200000126,32AAZPV5192P2ZF,09-Jun-2020,2944.44,265,265,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
80,82,KOLLAM,0082016200000109,32AAZPV5192P2ZF,01-Jun-2020,9033.33,813,813,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
81,82,KOLLAM,0082166200000151,32AAZPV5192P2ZF,16-Jun-2020,4311.11,388,388,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2691,73,OLLUR,0073226200000087,32ABAFA6683Q1Z1,22-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2692,73,OLLUR,0073186200000072,32ABAFA6683Q1Z1,18-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2693,73,OLLUR,0073086200000097,32ABAFA6683Q1Z1,08-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2694,73,OLLUR,0073206200000079,32ABAFA6683Q1Z1,20-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2695,73,OLLUR,0073156200000207,32ABAFA6683Q1Z1,15-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2696,73,OLLUR,0073256200000110,32ABAFA6683Q1Z1,25-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2697,73,OLLUR,0073026200000081,32ABAFA6683Q1Z1,02-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2698,112,KALOOR KOCHI-17,0112026201000003,32ABBFM9691F1Z5,02-Jun-20,20,2,2,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2699,112,KALOOR KOCHI-17,0112306200000552,32ABBFM9691F1Z5,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2700,112,KALOOR KOCHI-17,0112306201000687,32ABBFM9691F1Z5,30-Jun-20,27,2.5,2.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2701,112,KALOOR KOCHI-17,0112056201000021,32ABBFM9691F1Z5,05-Jun-20,200,18,18,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2702,290,KALPAKANCHERY,0290046201000007,32ABCFM0893N1Z1,04-Jun-20,500,45,45,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2703,290,KALPAKANCHERY,0290306200000473,32ABCFM0893N1Z1,30-Jun-20,115,10.5,10.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2704,50,KUNNAMKULAM,0050266200000132,32ABDFM9100F1ZR,26-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2705,50,KUNNAMKULAM,0050066200000101,32ABDFM9100F1ZR,06-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2706,50,KUNNAMKULAM,0050096200000170,32ABDFM9100F1ZR,09-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2707,50,KUNNAMKULAM,0050096200000171,32ABDFM9100F1ZR,09-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2708,50,KUNNAMKULAM,0050126200000190,32ABDFM9100F1ZR,12-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2709,50,KUNNAMKULAM,0050126200000235,32ABDFM9100F1ZR,12-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2710,50,KUNNAMKULAM,0050176200000101,32ABDFM9100F1ZR,17-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2711,50,KUNNAMKULAM,0050156200000150,32ABDFM9100F1ZR,15-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2712,50,KUNNAMKULAM,0050156200000224,32ABDFM9100F1ZR,15-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2713,50,KUNNAMKULAM,0050026200000177,32ABDFM9100F1ZR,02-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2714,50,KUNNAMKULAM,0050056200000242,32ABDFM9100F1ZR,05-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2715,50,KUNNAMKULAM,0050186200000238,32ABDFM9100F1ZR,18-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2716,50,KUNNAMKULAM,0050056200000240,32ABDFM9100F1ZR,05-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2717,50,KUNNAMKULAM,0050196200000087,32ABDFM9100F1ZR,19-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2718,50,KUNNAMKULAM,0050306200000198,32ABDFM9100F1ZR,30-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2719,50,KUNNAMKULAM,0050306200000210,32ABDFM9100F1ZR,30-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2720,8,AZHIKODE,0008236201000001,32ABDPH6243C1ZB,23-Jun-20,20,2,2,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2721,8,AZHIKODE,0008256201000002,32ABDPH6243C1ZB,25-Jun-20,20,2,2,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2722,82,KOLLAM,0082166200000221,32ABEPB4832G1Z9,16-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2723,82,KOLLAM,0082166200000222,32ABEPB4832G1Z9,16-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2724,82,KOLLAM,0082166200000223,32ABEPB4832G1Z9,16-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2725,82,KOLLAM,0082026200000174,32ABEPB4832G1Z9,02-Jun-20,6601,594.25,594.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2726,82,KOLLAM,0082306200000152,32ABEPB4832G1Z9,30-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2727,82,KOLLAM,0082046200000098,32ABEPB4832G1Z9,04-Jun-20,14.5,1.5,1.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2728,82,KOLLAM,0082046200000099,32ABEPB4832G1Z9,04-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2729,82,KOLLAM,0082306200000373,32ABEPB4832G1Z9,30-Jun-20,6088,548,548,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2730,82,KOLLAM,0082306201000182,32ABEPB4832G1Z9,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2731,82,KOLLAM,0082306201000183,32ABEPB4832G1Z9,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2732,82,KOLLAM,0082266201000004,32ABEPB4832G1Z9,26-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2733,82,KOLLAM,0082206200000110,32ABEPB4832G1Z9,20-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2734,90,THOPPUMPADY ,0090156200000121,32ABGPL7766D1ZO,15-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2735,90,THOPPUMPADY ,0090306200000182,32ABGPL7766D1ZO,30-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2736,90,THOPPUMPADY ,0090306200000186,32ABGPL7766D1ZO,30-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2737,90,THOPPUMPADY ,0090026200000266,32ABGPL7766D1ZO,02-Jun-20,307,27.75,27.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2738,90,THOPPUMPADY ,0090306200000176,32ABGPL7766D1ZO,30-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2739,90,THOPPUMPADY ,0090306200000556,32ABGPL7766D1ZO,30-Jun-20,760,68.5,68.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2740,90,THOPPUMPADY ,0090096200000163,32ABGPL7766D1ZO,09-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2741,90,THOPPUMPADY ,0090066200000111,32ABGPL7766D1ZO,06-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2742,90,THOPPUMPADY ,0090066200000120,32ABGPL7766D1ZO,06-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2743,47,KUMARANALLOOR,0047196200000008,32ABGPV7462E2ZI,19-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2744,47,KUMARANALLOOR,0047026200000141,32ABGPV7462E2ZI,02-Jun-20,4014,361.5,361.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2745,47,KUMARANALLOOR,0047306200000308,32ABGPV7462E2ZI,30-Jun-20,3447,310.25,310.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2746,110,KOTTARAKKARA,0110086200000163,32ABHFS2125G1ZK,08-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2747,126,OKKAL,0126036200000021,32ABIPJ6900H2ZX,03-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2748,126,OKKAL,0126306200000359,32ABIPJ6900H2ZX,30-Jun-20,2129,191.75,191.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2749,126,OKKAL,0126106200000054,32ABIPJ6900H2ZX,10-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2750,126,OKKAL,0126256200000119,32ABIPJ6900H2ZX,25-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2751,126,OKKAL,0126026200000172,32ABIPJ6900H2ZX,02-Jun-20,1802,162.25,162.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2752,126,OKKAL,0126156200000154,32ABIPJ6900H2ZX,15-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2753,126,OKKAL,0126086200000080,32ABIPJ6900H2ZX,08-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2754,126,OKKAL,0126086200000082,32ABIPJ6900H2ZX,08-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2755,126,OKKAL,0126166200000071,32ABIPJ6900H2ZX,16-Jun-20,14.5,1.5,1.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2756,126,OKKAL,0126106200000056,32ABIPJ6900H2ZX,10-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2757,126,OKKAL,0126166200000069,32ABIPJ6900H2ZX,16-Jun-20,24.5,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2758,126,OKKAL,0126056200000086,32ABIPJ6900H2ZX,05-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2759,126,OKKAL,0126226200000083,32ABIPJ6900H2ZX,22-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2760,126,OKKAL,0126306200000176,32ABIPJ6900H2ZX,30-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2761,126,OKKAL,0126066200000045,32ABIPJ6900H2ZX,06-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2762,126,OKKAL,0126306200000305,32ABKPF1989N1Z8,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2763,126,OKKAL,0126126201000006,32ABKPF1989N1Z8,12-Jun-20,200,18,18,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2764,126,OKKAL,0126046201000003,32ABKPF1989N1Z8,04-Jun-20,200,18,18,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2765,260,KASARGODE,0260156200000024,32ABLFS0621F1ZL,15-Jun-20,24.5,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2766,260,KASARGODE,0260046200000029,32ABLFS0621F1ZL,04-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2767,260,KASARGODE,0260046200000032,32ABLFS0621F1ZL,04-Jun-20,14.5,1.5,1.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2768,260,KASARGODE,0260306200000050,32ABLFS0621F1ZL,30-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2769,260,KASARGODE,0260196200000028,32ABLFS0621F1ZL,19-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2770,260,KASARGODE,0260166200000012,32ABLFS0621F1ZL,16-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2771,260,KASARGODE,0260026200000061,32ABLFS0621F1ZL,02-Jun-20,1011,91,91,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2772,260,KASARGODE,0260046200000028,32ABLFS0621F1ZL,04-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2773,260,KASARGODE,0260046200000030,32ABLFS0621F1ZL,04-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2774,260,KASARGODE,0260086200000032,32ABLFS0621F1ZL,08-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2775,260,KASARGODE,0260086200000033,32ABLFS0621F1ZL,08-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2776,260,KASARGODE,0260236200000022,32ABLFS0621F1ZL,23-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2777,260,KASARGODE,0260236200000027,32ABLFS0621F1ZL,23-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2778,260,KASARGODE,0260256200000060,32ABLFS0621F1ZL,25-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2779,260,KASARGODE,0260306200000154,32ABLFS0621F1ZL,30-Jun-20,986,88.75,88.75,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2780,260,KASARGODE,0260166200000013,32ABLFS0621F1ZL,16-Jun-20,2,0.25,0.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2781,260,KASARGODE,0260236200000028,32ABLFS0621F1ZL,23-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2782,260,KASARGODE,0260236200000029,32ABLFS0621F1ZL,23-Jun-20,25,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2783,260,KASARGODE,0260016200000023,32ABLFS0621F1ZL,01-Jun-20,14.5,1.5,1.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2784,260,KASARGODE,0260296200000036,32ABLFS0621F1ZL,29-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2785,260,KASARGODE,0260296200000037,32ABLFS0621F1ZL,29-Jun-20,14.5,1.5,1.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2786,260,KASARGODE,0260156200000057,32ABLFS0621F1ZL,15-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2787,260,KASARGODE,0260266200000012,32ABLFS0621F1ZL,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2788,260,KASARGODE,0260266200000014,32ABLFS0621F1ZL,26-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2789,112,KALOOR KOCHI-17,0112306200000635,32ABMPT4487F1ZA,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2790,152,MUTHUVARA,0152306200000065,32ABPPA4308M2ZQ,30-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2791,152,MUTHUVARA,0152206200000080,32ABPPA4308M2ZQ,20-Jun-20,50,4.5,4.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2792,94,THRISSUR - MAIN,0094016201000008,32ABRPJ4291N1Z4,01-Jun-20,150,13.5,13.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2793,94,THRISSUR - MAIN,0094026200000857,32ABRPJ4291N1Z4,02-Jun-20,170,15.5,15.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2794,185,THRISSUR - M O ROAD,0185016200000152,32ABRPJ4291N1Z4,01-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2795,94,THRISSUR - MAIN,0094306200001408,32ABRPJ4291N1Z4,30-Jun-20,216,19.5,19.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2796,310,MALA,0310306200000430,32ABRPR9383H1ZY,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2797,98,VALANJAMBALAM,0098306200000295,32ABVPN9795R1Z5,30-Jun-20,116,10.5,10.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2798,98,VALANJAMBALAM,0098306201000469,32ABVPN9795R1Z5,30-Jun-20,10,1,1,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2799,11,KANNUR,0011306201000201,32ABWFS2760C1Z4,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2800,11,KANNUR,0011306201000202,32ABWFS2760C1Z4,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2801,11,KANNUR,0011306201000203,32ABWFS2760C1Z4,30-Jun-20,100,9,9,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2802,11,KANNUR,0011036200000126,32ABWFS2760C1Z4,03-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2803,11,KANNUR,0011306200000359,32ABWFS2760C1Z4,30-Jun-20,88,8,8,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2804,11,KANNUR,0011306200000212,32ABWFS2760C1Z4,30-Jun-20,24.5,2.25,2.25,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2805,310,MALA,0310186200000061,32ABXFS6011P1ZK,18-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2806,310,MALA,0310186200000148,32ABXFS6011P1ZK,18-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2807,310,MALA,0310056200000133,32ABXFS6011P1ZK,05-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2808,310,MALA,0310056200000135,32ABXFS6011P1ZK,05-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2809,310,MALA,0310046200000094,32ABXFS6011P1ZK,04-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2810,310,MALA,0310046200000096,32ABXFS6011P1ZK,04-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2811,310,MALA,0310046200000102,32ABXFS6011P1ZK,04-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2812,310,MALA,0310236200000084,32ABXFS6011P1ZK,23-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2813,310,MALA,0310236200000088,32ABXFS6011P1ZK,23-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2814,310,MALA,0310236200000089,32ABXFS6011P1ZK,23-Jun-20,4.5,0.5,0.5,0,32,32,INTRA,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
